artifact,calibration_diagnosis,chain_coverage,d1_delta,d1_first,d1_last,d1_trend,diamond_size_case,e_al_emax_gpa,final_settle_steps,initial_settle_steps,min_chain_length,mu_scale,p95_mpa,participation_delta,participation_first,participation_last,participation_trend,particle_count_scale,particle_count_total,seed_index,stage_settle_steps,status,threshold_factor,time_step_seconds,top_velocity_cm_s,trend_score,zhang_stage_status
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_d1_decrease,1.0,0.9741818351847893,0.0,0.9741818351847893,increasing,C,72.581,100000,40000,3,0.654,536.402418,0.06465526903525054,0.8115965674454085,0.8762518364806591,increasing,2,151,0,40000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_d1_decrease,0.8333333333333334,1.3090962346215378,0.0,1.3090962346215378,increasing,C,72.581,100000,40000,4,0.654,536.402418,0.1349065714825397,0.7169924174286957,0.8518989889112354,increasing,2,151,0,40000,review,1.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_d1_decrease,0.8333333333333334,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,536.402418,0.06465526903525054,0.8115965674454085,0.8762518364806591,increasing,2,151,0,40000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_physics_calibration,1.0,0.7759620640047639,0.1578540437034406,0.9338161077082044,increasing,C,72.581,100000,40000,2,0.654,536.402418,-0.050802528437018823,0.9546304190003648,0.903827890563346,decreasing,2,151,0,40000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_physics_calibration,1.0,0.9338161077082044,0.0,0.9338161077082044,increasing,C,72.581,100000,40000,3,0.654,536.402418,-0.050802528437018823,0.9546304190003648,0.903827890563346,decreasing,2,151,0,40000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_physics_calibration,1.0,1.0380233730853086,0.1578540437034406,1.1958774167887491,increasing,C,72.581,100000,40000,2,0.654,536.402418,-0.01333388862712126,0.9546304190003648,0.9412965303732436,decreasing,2,151,0,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_physics_calibration,1.0,1.1095680167697533,0.0,1.1095680167697533,increasing,C,72.581,100000,40000,3,0.654,536.402418,-0.01333388862712126,0.9546304190003648,0.9412965303732436,decreasing,2,151,0,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_physics_calibration,0.8333333333333334,0.9338161077082044,0.0,0.9338161077082044,increasing,C,72.581,100000,40000,4,0.654,536.402418,-0.050802528437018823,0.9546304190003648,0.903827890563346,decreasing,2,151,0,40000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed0-settle2,needs_physics_calibration,0.8333333333333334,0.7530392941113059,0.0,0.7530392941113059,increasing,C,72.581,100000,40000,4,0.654,536.402418,-0.01333388862712126,0.9546304190003648,0.9412965303732436,decreasing,2,151,0,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.7791982436511817,0.7791982436511817,0.0,decreasing,C,72.581,100000,40000,2,0.654,568.082212,0.19965942806487136,0.4071293920068674,0.6067888200717387,increasing,2,151,1,40000,pass,0.05,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.34014587588792483,0.34014587588792483,0.0,decreasing,C,72.581,100000,40000,3,0.654,568.082212,0.19965942806487136,0.4071293920068674,0.6067888200717387,increasing,2,151,1,40000,pass,0.05,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.34014587588792483,0.34014587588792483,0.0,decreasing,C,72.581,100000,40000,4,0.654,568.082212,0.19965942806487136,0.4071293920068674,0.6067888200717387,increasing,2,151,1,40000,pass,0.05,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.7791982436511817,0.7791982436511817,0.0,decreasing,C,72.581,100000,40000,2,0.654,568.082212,0.21118793603829333,0.4071293920068674,0.6183173280451607,increasing,2,151,1,40000,pass,0.1,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.34014587588792483,0.34014587588792483,0.0,decreasing,C,72.581,100000,40000,3,0.654,568.082212,0.21118793603829333,0.4071293920068674,0.6183173280451607,increasing,2,151,1,40000,pass,0.1,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.34014587588792483,0.34014587588792483,0.0,decreasing,C,72.581,100000,40000,4,0.654,568.082212,0.21118793603829333,0.4071293920068674,0.6183173280451607,increasing,2,151,1,40000,pass,0.1,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.34014587588792483,0.34014587588792483,0.0,decreasing,C,72.581,100000,40000,2,0.654,568.082212,0.22717288946210495,0.43054319825739135,0.6577160877194963,increasing,2,151,1,40000,pass,0.25,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.34014587588792483,0.34014587588792483,0.0,decreasing,C,72.581,100000,40000,3,0.654,568.082212,0.22717288946210495,0.43054319825739135,0.6577160877194963,increasing,2,151,1,40000,pass,0.25,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.34014587588792483,0.34014587588792483,0.0,decreasing,C,72.581,100000,40000,4,0.654,568.082212,0.22717288946210495,0.43054319825739135,0.6577160877194963,increasing,2,151,1,40000,pass,0.25,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.36330308620355856,0.36330308620355856,0.0,decreasing,C,72.581,100000,40000,2,0.654,568.082212,0.24483228817945946,0.46588688393257915,0.7107191721120386,increasing,2,151,1,40000,pass,0.5,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.36330308620355856,0.36330308620355856,0.0,decreasing,C,72.581,100000,40000,3,0.654,568.082212,0.24483228817945946,0.46588688393257915,0.7107191721120386,increasing,2,151,1,40000,pass,0.5,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,candidate_pass,1.0,-0.36330308620355856,0.36330308620355856,0.0,decreasing,C,72.581,100000,40000,4,0.654,568.082212,0.24483228817945946,0.46588688393257915,0.7107191721120386,increasing,2,151,1,40000,pass,0.5,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,1.0,0.3393977371656788,0.6547183120634535,0.9941160492291323,increasing,C,72.581,100000,40000,2,0.654,568.082212,0.20122037997094666,0.5730568994309094,0.7742772794018561,increasing,2,151,1,40000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,568.082212,0.20122037997094666,0.5730568994309094,0.7742772794018561,increasing,2,151,1,40000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,1.0,1.020029544409931,0.37184989525807766,1.3918794396680085,increasing,C,72.581,100000,40000,2,0.654,568.082212,0.1779305452691533,0.6404353737971441,0.8183659190662974,increasing,2,151,1,40000,review,1.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,1.0,1.0161529246605252,0.5929655646306398,1.609118489291165,increasing,C,72.581,100000,40000,2,0.654,568.082212,0.12471982815007132,0.7398593978451529,0.8645792259952242,increasing,2,151,1,40000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,0.8333333333333334,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,568.082212,0.1779305452691533,0.6404353737971441,0.8183659190662974,increasing,2,151,1,40000,review,1.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,0.6666666666666666,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,568.082212,0.20122037997094666,0.5730568994309094,0.7742772794018561,increasing,2,151,1,40000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,0.6666666666666666,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,568.082212,0.1779305452691533,0.6404353737971441,0.8183659190662974,increasing,2,151,1,40000,review,1.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,0.6666666666666666,0.922494488105271,0.0,0.922494488105271,increasing,C,72.581,100000,40000,3,0.654,568.082212,0.12471982815007132,0.7398593978451529,0.8645792259952242,increasing,2,151,1,40000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_d1_decrease,0.6666666666666666,0.922494488105271,0.0,0.922494488105271,increasing,C,72.581,100000,40000,4,0.654,568.082212,0.12471982815007132,0.7398593978451529,0.8645792259952242,increasing,2,151,1,40000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_physics_calibration,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,2,0.654,568.082212,-0.11057975169781209,1.0,0.8894202483021879,decreasing,2,151,1,40000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_physics_calibration,1.0,1.2091761024455843,0.0,1.2091761024455843,increasing,C,72.581,100000,40000,2,0.654,568.082212,-0.07529037509009129,1.0,0.9247096249099087,decreasing,2,151,1,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_physics_calibration,0.6666666666666666,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,568.082212,-0.11057975169781209,1.0,0.8894202483021879,decreasing,2,151,1,40000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_physics_calibration,0.6666666666666666,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,568.082212,-0.11057975169781209,1.0,0.8894202483021879,decreasing,2,151,1,40000,review,1.5,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_physics_calibration,0.6666666666666666,0.8559790154894941,0.0,0.8559790154894941,increasing,C,72.581,100000,40000,3,0.654,568.082212,-0.07529037509009129,1.0,0.9247096249099087,decreasing,2,151,1,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed1-settle2,needs_physics_calibration,0.6666666666666666,0.8559790154894941,0.0,0.8559790154894941,increasing,C,72.581,100000,40000,4,0.654,568.082212,-0.07529037509009129,1.0,0.9247096249099087,decreasing,2,151,1,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,candidate_pass,1.0,-1.4766152603600426,1.4766152603600426,0.0,decreasing,C,72.581,100000,40000,2,0.654,674.741429,0.32818608628081425,0.20627959040668073,0.534465676687495,increasing,2,151,2,40000,pass,0.05,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,candidate_pass,1.0,-0.9675144642994025,0.9675144642994025,0.0,decreasing,C,72.581,100000,40000,2,0.654,674.741429,0.2766414941088129,0.271083840388343,0.5477253344971559,increasing,2,151,2,40000,pass,0.1,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,candidate_pass,1.0,-0.9675144642994025,0.9675144642994025,0.0,decreasing,C,72.581,100000,40000,2,0.654,674.741429,0.3127080390149115,0.271083840388343,0.5837918794032545,increasing,2,151,2,40000,pass,0.25,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,candidate_pass,1.0,-0.5955177745259352,0.5955177745259352,0.0,decreasing,C,72.581,100000,40000,2,0.654,674.741429,0.2639354526575616,0.3837478376805721,0.6476832903381337,increasing,2,151,2,40000,pass,0.5,2e-10,50.0,2,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,674.741429,0.32818608628081425,0.20627959040668073,0.534465676687495,increasing,2,151,2,40000,review,0.05,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,674.741429,0.32818608628081425,0.20627959040668073,0.534465676687495,increasing,2,151,2,40000,review,0.05,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,674.741429,0.2766414941088129,0.271083840388343,0.5477253344971559,increasing,2,151,2,40000,review,0.1,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,674.741429,0.2766414941088129,0.271083840388343,0.5477253344971559,increasing,2,151,2,40000,review,0.1,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,674.741429,0.3127080390149115,0.271083840388343,0.5837918794032545,increasing,2,151,2,40000,review,0.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,674.741429,0.3127080390149115,0.271083840388343,0.5837918794032545,increasing,2,151,2,40000,review,0.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,674.741429,0.2639354526575616,0.3837478376805721,0.6476832903381337,increasing,2,151,2,40000,review,0.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,674.741429,0.2639354526575616,0.3837478376805721,0.6476832903381337,increasing,2,151,2,40000,review,0.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.8066666661053905,0.5955177745259352,1.4021844406313257,increasing,C,72.581,100000,40000,2,0.654,674.741429,0.3116433695536265,0.3837478376805721,0.6953912072341986,increasing,2,151,2,40000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,674.741429,0.3116433695536265,0.3837478376805721,0.6953912072341986,increasing,2,151,2,40000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,674.741429,0.3116433695536265,0.3837478376805721,0.6953912072341986,increasing,2,151,2,40000,review,0.75,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,1.0320930428040995,0.6620416680175618,1.6941347108216613,increasing,C,72.581,100000,40000,2,0.654,674.741429,0.26844781829569675,0.4726867713795935,0.7411345896752902,increasing,2,151,2,40000,review,1.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.0,0.0,0.0,flat,C,72.581,100000,40000,3,0.654,674.741429,0.26844781829569675,0.4726867713795935,0.7411345896752902,increasing,2,151,2,40000,review,1.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,1.2282265729917816,0.6620416680175618,1.8902682410093434,increasing,C,72.581,100000,40000,2,0.654,674.741429,0.29725908778499843,0.4726867713795935,0.7699458591645919,increasing,2,151,2,40000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.9548903874914244,0.0,0.9548903874914244,increasing,C,72.581,100000,40000,3,0.654,674.741429,0.29725908778499843,0.4726867713795935,0.7699458591645919,increasing,2,151,2,40000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,1.0,0.8438155749328015,0.7908377134394092,1.6346532883722107,increasing,C,72.581,100000,40000,2,0.654,674.741429,0.18743058202302554,0.6152239798363106,0.8026545618593361,increasing,2,151,2,40000,review,1.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,0.8333333333333334,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,674.741429,0.26844781829569675,0.4726867713795935,0.7411345896752902,increasing,2,151,2,40000,review,1.0,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,0.8333333333333334,0.9548903874914244,0.0,0.9548903874914244,increasing,C,72.581,100000,40000,4,0.654,674.741429,0.29725908778499843,0.4726867713795935,0.7699458591645919,increasing,2,151,2,40000,review,1.25,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,0.8333333333333334,0.9544425948341365,0.0,0.9544425948341365,increasing,C,72.581,100000,40000,3,0.654,674.741429,0.18743058202302554,0.6152239798363106,0.8026545618593361,increasing,2,151,2,40000,review,1.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_d1_decrease,0.6666666666666666,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,674.741429,0.18743058202302554,0.6152239798363106,0.8026545618593361,increasing,2,151,2,40000,review,1.5,2e-10,50.0,1,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_physics_calibration,1.0,1.2633610857865687,0.0,1.2633610857865687,increasing,C,72.581,100000,40000,2,0.654,674.741429,-0.12658565799016097,1.0,0.873414342009839,decreasing,2,151,2,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_physics_calibration,0.8333333333333334,0.9007071704998685,0.0,0.9007071704998685,increasing,C,72.581,100000,40000,3,0.654,674.741429,-0.12658565799016097,1.0,0.873414342009839,decreasing,2,151,2,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed2-settle2,needs_physics_calibration,0.5,0.0,0.0,0.0,flat,C,72.581,100000,40000,4,0.654,674.741429,-0.12658565799016097,1.0,0.873414342009839,decreasing,2,151,2,40000,review,2.0,2e-10,50.0,0,pass
dia60al40-dem-artifacts-sizeC-pscale2-Emax72.581-mu0.654-seed3-settle2,candidate_pass,1.0,-1.0684662163601268,1.0684662163601268,0.0,decreasing,C,72.581,100000,40000,2,0.654,478.278079,0.07392297966643224,0.5354522076687153,0.6093751873351475,increasing,2,151,3,40000,pass,0.05,2e-10,50.0,2,pass
